"INDICATOR - Simple average of simple averages"
"ORIGIN - World"
"DUTY TYPE - Most favoured nation rate (MFN rate)"

,YEAR,"1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017"
"Benin","Chemical products","..","..","..","..","..","..","..","..","..","..","..","..","..",6.43,6.43,6.43,6.43,6.43,6.43,6.51,6.51,6.51,6.51,6.42,6.42,6.42,6.42,6.66,6.66,6.71
"Benin","Machinery and transport equipment","..","..","..","..","..","..","..","..","..","..","..","..","..",8.550000000000001,8.539999999999999,8.6,8.58,8.58,8.59,8.33,8.33,8.33,8.33,8.32,8.32,8.32,8.32,8.17,8.17,8.19
"Benin","Other manufactured goods","..","..","..","..","..","..","..","..","..","..","..","..","..",15.8,15.71,15.72,15.73,15.75,15.75,15.67,15.67,15.67,15.67,15.67,15.67,15.67,15.66,15.49,15.49,15.48
"Bermuda","Manufactured goods, ores and metals","..","..","..","..","..","..","..","..","..","..","..","..","..",20.77,"..","..","..",20.21,"..",20.12,20.06,20,19.6,19.57,19.54,19.53,19.5,19.56,19.59,21.69
"Bermuda","Ores and metals","..","..","..","..","..","..","..","..","..","..","..","..","..",19.88,"..","..","..",19.97,"..",20.01,20.01,20.01,20.01,20.01,20,20,20,20,20,22.41
"Bermuda","Manufactured goods","..","..","..","..","..","..","..","..","..","..","..","..","..",20.82,"..","..","..",20.23,"..",20.13,20.06,20,19.58,19.54,19.51,19.5,19.46,19.53,19.57,21.65
"Bermuda","Chemical products","..","..","..","..","..","..","..","..","..","..","..","..","..",27.22,"..","..","..",24.57,"..",23.94,23.49,23.46,21.77,21.63,21.57,21.52,21.73,21.89,22.12,24.48
"Bermuda","Machinery and transport equipment","..","..","..","..","..","..","..","..","..","..","..","..","..",23.93,"..","..","..",23.65,"..",23.79,23.94,23.69,23.5,23.47,23.42,23.42,23.14,23.24,23.22,25.76
"Bermuda","Other manufactured goods","..","..","..","..","..","..","..","..","..","..","..","..","..",16.98,"..","..","..",17.06,"..",17.02,17.02,17.01,17.01,17.01,16.98,16.98,16.94,16.94,16.93,18.71
"Bhutan","Manufactured goods, ores and metals","..","..","..","..","..","..","..","..",15.51,"..","..","..","..","..",16.51,"..",19.02,19.02,"..",18.67,"..","..","..","..","..","..","..",18.56,"..",".."
"Bhutan","Ores and metals","..","..","..","..","..","..","..","..",17.85,"..","..","..","..","..",17.35,"..",24.05,24.05,"..",24.05,"..","..","..","..","..","..","..",23.68,"..",".."
"Bhutan","Manufactured goods","..","..","..","..","..","..","..","..",15.42,"..","..","..","..","..",16.45,"..",18.69,18.69,"..",18.31,"..","..","..","..","..","..","..",18.22,"..",".."
"Bhutan","Chemical products","..","..","..","..","..","..","..","..",9.300000000000001,"..","..","..","..","..",12.99,"..",13.82,13.82,"..",12.83,"..","..","..","..","..","..","..",12.83,"..",".."
"Bhutan","Machinery and transport equipment","..","..","..","..","..","..","..","..",12.04,"..","..","..","..","..",11.36,"..",11.65,11.65,"..",11.64,"..","..","..","..","..","..","..",11.6,"..",".."
"Bhutan","Other manufactured goods","..","..","..","..","..","..","..","..",19.39,"..","..","..","..","..",20.01,"..",23.64,23.64,"..",23.38,"..","..","..","..","..","..","..",23.3,"..",".."
"Bolivia (Plurinational State of)","Manufactured goods, ores and metals","..","..","..","..","..",9.779999999999999,9.99,9.68,9.67,9.67,9.66,9.66,9.19,9.19,9.619999999999999,9.109999999999999,9.26,8.060000000000001,8.02,8.02,8.01,9.82,10.89,10.88,10.88,11.33,11.33,11.33,11.33,11.5
"Bolivia (Plurinational State of)","Ores and metals","..","..","..","..","..",10,10,10,10,10,10,10,9.93,9.93,10,10,10,8.18,8.119999999999999,8.119999999999999,8.210000000000001,6.44,6.44,6.44,6.44,6.38,6.38,6.38,6.38,6.38
"Bolivia (Plurinational State of)","Manufactured goods","..","..","..","..","..",9.76,9.99,9.66,9.640000000000001,9.640000000000001,9.630000000000001,9.630000000000001,9.140000000000001,9.140000000000001,9.59,9.050000000000001,9.210000000000001,8.050000000000001,8.01,8.01,8,10.04,11.19,11.17,11.17,11.67,11.67,11.67,11.67,11.85
"Bolivia (Plurinational State of)","Chemical products","..","..","..","..","..",10,10,10,10,10,10,10,9.880000000000001,9.880000000000001,10.64,10,10,7.4,7.27,7.27,7.31,6.82,6.81,6.81,6.81,6.82,6.82,6.82,6.82,6.85
"Bolivia (Plurinational State of)","Machinery and transport equipment","..","..","..","..","..",9.039999999999999,10,8.58,8.6,8.6,8.560000000000001,8.560000000000001,6.73,6.74,7.1,6.33,6.73,5.59,5.56,5.56,5.53,5.51,5.54,5.46,5.46,5.34,5.34,5.34,5.34,5.49
"Bolivia (Plurinational State of)","Other manufactured goods","..","..","..","..","..",9.98,9.98,9.98,9.960000000000001,9.960000000000001,9.960000000000001,9.960000000000001,9.890000000000001,9.890000000000001,10.23,9.83,9.94,9.35,9.35,9.35,9.34,13.29,15.39,15.39,15.39,16.4,16.4,16.4,16.4,16.64
"Bosnia and Herzegovina","Manufactured goods, ores and metals","_","_","_","_","..","..","..","..","..","..","..","..","..",6.44,"..","..","..","..",6.44,6.44,6.19,6.18,6.18,6.16,6.16,6.16,6.15,6.15,6.15,6.16
"Bosnia and Herzegovina","Ores and metals","_","_","_","_","..","..","..","..","..","..","..","..","..",1.8,"..","..","..","..",1.91,1.9,1.7,1.87,1.86,1.84,1.84,1.84,1.84,1.83,1.83,1.81
"Bosnia and Herzegovina","Manufactured goods","_","_","_","_","..","..","..","..","..","..","..","..","..",6.74,"..","..","..","..",6.75,6.75,6.49,6.47,6.47,6.45,6.45,6.45,6.44,6.44,6.44,6.46
"Bosnia and Herzegovina","Chemical products","_","_","_","_","..","..","..","..","..","..","..","..","..",2.96,"..","..","..","..",2.97,2.97,2.84,2.82,2.82,2.82,2.83,2.83,2.83,2.83,2.83,2.82
"Bosnia and Herzegovina","Machinery and transport equipment","_","_","_","_","..","..","..","..","..","..","..","..","..",6.24,"..","..","..","..",6.23,6.23,5.67,5.7,5.7,5.7,5.71,5.71,5.7,5.7,5.7,5.72
"Bosnia and Herzegovina","Other manufactured goods","_","_","_","_","..","..","..","..","..","..","..","..","..",8.44,"..","..","..","..",8.470000000000001,8.470000000000001,8.310000000000001,8.279999999999999,8.279999999999999,8.25,8.25,8.25,8.24,8.25,8.24,8.25
"Botswana","Manufactured goods, ores and metals","..","..","..","..","..","..","..","..","..","..","..","..","..",9.08,8.560000000000001,"..",8.130000000000001,8.109999999999999,8.07,7.85,7.84,7.83,7.71,7.71,7.68,7.69,7.69,7.7,7.76,7.95
"Botswana","Ores and metals","..","..","..","..","..","..","..","..","..","..","..","..","..",1.37,1.28,"..",1.25,1.21,1.21,1.28,1.28,1.28,0.82,0.8,0.82,0.82,0.82,0.82,0.82,0.82
"Botswana","Manufactured goods","..","..","..","..","..","..","..","..","..","..","..","..","..",9.59,9.060000000000001,"..",8.6,8.58,8.539999999999999,8.289999999999999,8.279999999999999,8.27,8.17,8.17,8.140000000000001,8.15,8.15,8.16,8.220000000000001,8.44
"Botswana","Chemical products","..","..","..","..","..","..","..","..","..","..","..","..","..",2.78,2.69,"..",2.65,2.66,2.6,2.57,2.54,2.53,1.95,1.95,1.91,1.92,1.9,1.9,1.9,1.93
"Botswana","Machinery and transport equipment","..","..","..","..","..","..","..","..","..","..","..","..","..",3.18,3.12,"..",3.04,2.99,2.96,3,2.99,2.99,2.78,2.79,2.77,2.77,2.78,2.79,2.8,2.82
"Botswana","Other manufactured goods","..","..","..","..","..","..","..","..","..","..","..","..","..",15.01,14.1,"..",13.31,13.29,13.26,12.87,12.86,12.84,12.99,12.98,13,13.02,13.03,13.04,13.16,13.52
"Brazil","Manufactured goods, ores and metals","..",46.75,34.03,27.63,22.77,15.05,13.67,13.85,14.27,13.94,16.79,16.55,16.32,14.75,14.43,14.06,14,13,12.96,12.87,14.02,14.53,14.64,14.63,14.65,14.63,14.66,14.65,14.64,14.66
"Brazil","Ores and metals","..",22.57,10.71,6.93,5.38,2.85,3.32,6.03,6.27,6.22,9.18,9.060000000000001,9.01,8.58,7.46,7.43,7.43,5.82,5.81,5.71,5.71,5.71,5.71,5.7,5.7,5.7,5.7,5.7,5.7,5.7
"Brazil","Manufactured goods","..",48.39,35.61,29.03,23.94,15.88,14.37,14.38,14.79,14.44,17.28,17.04,16.79,15.16,14.9,14.51,14.44,13.49,13.44,13.35,14.58,15.11,15.24,15.23,15.24,15.23,15.26,15.24,15.24,15.27
"Brazil","Chemical products","..",38.93,25.12,18.54,15.2,11.39,7.98,8.52,8.41,8.57,11.56,11.58,11.51,10.95,9.859999999999999,9.82,9.539999999999999,8.140000000000001,8.08,8.060000000000001,8.07,8.050000000000001,8.039999999999999,8,8,7.96,7.98,7.97,7.97,7.97
"Brazil","Machinery and transport equipment","..",44.46,38.54,31.14,26.78,19.57,19.43,16.82,17.73,16.86,19.29,18.37,17.59,12.78,14.78,14.64,14.65,13.91,13.76,13.74,13.71,13.74,13.71,13.71,13.75,13.82,13.84,13.83,13.82,13.77
"Brazil","Other manufactured goods","..",53.68,38.41,32.18,26.12,16.06,14.72,15.62,16.01,15.68,18.66,18.59,18.51,17.82,16.95,16.31,16.3,15.42,15.43,15.32,17.59,18.56,18.8,18.8,18.81,18.81,18.85,18.83,18.83,18.89
"Brunei Darussalam","Manufactured goods, ores and metals","..","..","..","..",2.76,"..","..","..",3.61,3.6,3.56,3.47,3.45,3.49,3.06,3.06,3.04,3.04,3.04,3.04,2.87,2.93,2.93,2.89,"..","..",1.38,"..",1.39,0.23
"Brunei Darussalam","Ores and metals","..","..","..","..",0,"..","..","..",0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,"..","..",0.04,"..",0.04,0
"Brunei Darussalam","Manufactured goods","..","..","..","..",2.95,"..","..","..",3.84,3.83,3.79,3.69,3.67,3.72,3.26,3.26,3.24,3.24,3.24,3.24,3.06,3.12,3.12,3.08,"..","..",1.47,"..",1.48,0.24
"Brunei Darussalam","Chemical products","..","..","..","..",0.57,"..","..","..",0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.24,0.25,0.25,0.25,0.24,0.25,0.25,0.25,"..","..",0.25,"..",0.25,0.05
"Brunei Darussalam","Machinery and transport equipment","..","..","..","..",2.48,"..","..","..",9.83,9.84,9.84,9.529999999999999,9.529999999999999,9.550000000000001,9.550000000000001,9.550000000000001,9.51,9.51,9.51,9.51,8.74,8.960000000000001,8.960000000000001,8.83,"..","..",3.33,"..",3.33,0.01
"Brunei Darussalam","Other manufactured goods","..","..","..","..",4.05,"..","..","..",2.65,2.62,2.54,2.5,2.46,2.55,1.7,1.7,1.77,1.77,1.77,1.77,1.77,1.77,1.77,1.75,"..","..",1.17,"..",1.17,0.42
"Bulgaria","Manufactured goods, ores and metals","..","..","..","..","..","..","..","..","..","..",15.92,13.2,11.39,11.38,8.91,8.970000000000001,8.98,8.98,9.119999999999999,3.86,3.86,3.86,4.04,4.03,4.02,4.01,4,4.01,3.96,3.96
"Bulgaria","Ores and metals","..","..","..","..","..","..","..","..","..","..",7.98,5.06,3.88,3.88,2.63,2.7,2.71,2.71,2.74,1.58,1.56,1.56,1.56,1.56,1.57,1.57,1.57,1.57,1.57,1.57
"Bulgaria","Manufactured goods","..","..","..","..","..","..","..","..","..","..",16.44,13.73,11.88,11.87,9.33,9.390000000000001,9.4,9.4,9.550000000000001,4.02,4.01,4.01,4.2,4.2,4.18,4.18,4.17,4.17,4.12,4.13
"Bulgaria","Chemical products","..","..","..","..","..","..","..","..","..","..",11.77,9.43,8.23,8.140000000000001,7.16,7.34,7.36,7.36,7.26,4.41,4.39,4.33,5.19,5.16,5.14,5.13,5.14,5.16,5.16,5.13
"Bulgaria","Machinery and transport equipment","..","..","..","..","..","..","..","..","..","..",13.1,9.08,7.83,7.85,5.75,5.82,5.82,5.82,6.26,2.27,2.27,2.26,2.26,2.27,2.27,2.28,2.27,2.27,2.16,2.19
"Bulgaria","Other manufactured goods","..","..","..","..","..","..","..","..","..","..",19.71,17.42,15.05,15.06,11.71,11.72,11.73,11.73,11.86,4.61,4.61,4.63,4.63,4.64,4.62,4.61,4.59,4.6,4.55,4.56
"Burkina Faso","Manufactured goods, ores and metals","..","..","..","..","..",5,"..","..","..","..","..","..","..",11.79,11.75,11.73,11.74,11.75,11.75,11.63,11.63,11.63,11.63,11.61,11.61,11.61,11.61,11.51,11.51,11.52
"Burkina Faso","Ores and metals","..","..","..","..","..",5,"..","..","..","..","..","..","..",7.49,7.51,7.25,7.36,7.36,7.36,7.21,7.18,7.21,7.21,7.19,7.19,7.19,7.19,7.17,7.17,7.17
"Burkina Faso","Manufactured goods","..","..","..","..","..",5,"..","..","..","..","..","..","..",12.07,12.02,12.04,12.04,12.05,12.05,11.93,11.93,11.93,11.93,11.91,11.91,11.91,11.9,11.81,11.81,11.82
"Burkina Faso","Chemical products","..","..","..","..","..",5,"..","..","..","..","..","..","..",6.43,6.43,6.43,6.43,6.43,6.43,6.51,6.51,6.51,6.51,6.42,6.42,6.42,6.42,6.66,6.66,6.71
"Burkina Faso","Machinery and transport equipment","..","..","..","..","..",5,"..","..","..","..","..","..","..",8.550000000000001,8.539999999999999,8.6,8.58,8.58,8.59,8.33,8.33,8.33,8.33,8.32,8.32,8.32,8.32,8.17,8.17,8.19
"Burkina Faso","Other manufactured goods","..","..","..","..","..",5,"..","..","..","..","..","..","..",15.8,15.71,15.72,15.73,15.75,15.75,15.67,15.67,15.67,15.67,15.67,15.67,15.67,15.66,15.49,15.49,15.48
"Burundi","Manufactured goods, ores and metals","..","..","..","..","..","..","..","..","..","..","..","..","..","..",21.73,21.77,"..",18.09,13.32,13.32,13.32,11.31,11.31,11.22,11.16,11.16,11.03,11.09,11.15,".."
"Burundi","Ores and metals","..","..","..","..","..","..","..","..","..","..","..","..","..","..",11.87,11.87,"..",11.26,5.99,5.99,5.99,6.61,6.61,6.57,6.32,6.32,6.32,6.32,6.32,".."
"Burundi","Manufactured goods","..","..","..","..","..","..","..","..","..","..","..","..","..","..",22.38,22.42,"..",18.56,13.82,13.82,13.82,11.63,11.63,11.53,11.49,11.48,11.34,11.4,11.47,".."
"Burundi","Chemical products","..","..","..","..","..","..","..","..","..","..","..","..","..","..",12.31,12.29,"..",12.17,8.199999999999999,8.17,8.17,3.28,3.28,3.29,3.28,3.28,3.29,3.29,3.29,".."
"Burundi","Machinery and transport equipment","..","..","..","..","..","..","..","..","..","..","..","..","..","..",16.99,17.09,"..",14.83,10.16,10.16,10.16,5.87,5.87,5.76,5.72,5.69,5.68,5.69,5.75,".."
"Burundi","Other manufactured goods","..","..","..","..","..","..","..","..","..","..","..","..","..","..",28.61,28.67,"..",22.67,17.6,17.63,17.63,17.46,17.46,17.33,17.34,17.35,17.08,17.2,17.29,".."
"Cabo Verde","Manufactured goods, ores and metals","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",10.03,10.02,9.92,9.92,9.93,9.609999999999999,9.59,9.539999999999999,9.5,"..",9.44,"..",".."
"Cabo Verde","Ores and metals","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",0.88,0.88,0.94,0.94,0.94,0.94,0.94,0.94,0.94,"..",0.94,"..",".."
"Cabo Verde","Manufactured goods","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",10.63,10.62,10.53,10.53,10.53,10.19,10.17,10.11,10.07,"..",10.01,"..",".."
"Cabo Verde","Chemical products","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",2.5,2.49,2.55,2.55,2.55,2.54,2.55,2.55,2.54,"..",2.53,"..",".."
"Cabo Verde","Machinery and transport equipment","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",7.35,7.23,6.87,6.87,6.89,5.98,5.9,5.72,5.7,"..",5.47,"..",".."
"Cabo Verde","Other manufactured goods","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",15.22,15.26,15.31,15.31,15.31,15.09,15.07,15.06,15.05,"..",15.04,"..",".."
"Cambodia","Manufactured goods, ores and metals","..","..","..","..","..","..","..","..","..","..","..","..","..",16.12,16.13,16.13,"..",13.9,13.9,13.8,13.85,"..",11.6,10.27,10.27,"..",10.25,"..",10.21,".."
"Cambodia","Ores and metals","..","..","..","..","..","..","..","..","..","..","..","..","..",11.56,11.58,11.58,"..",8.85,8.85,8.85,8.85,"..",4.62,4.62,4.62,"..",4.23,"..",4.29,".."
"Cambodia","Manufactured goods","..","..","..","..","..","..","..","..","..","..","..","..","..",16.42,16.42,16.42,"..",14.24,14.24,14.14,14.19,"..",12.06,10.65,10.65,"..",10.65,"..",10.6,".."
"Cambodia","Chemical products","..","..","..","..","..","..","..","..","..","..","..","..","..",10.65,10.66,10.66,"..",10.05,10.05,10.05,10.05,"..",7.21,7.11,7.11,"..",7.14,"..",7.14,".."
"Cambodia","Machinery and transport equipment","..","..","..","..","..","..","..","..","..","..","..","..","..",17.91,17.91,17.91,"..",17.32,17.32,17.27,17.29,"..",15.04,14.52,14.52,"..",14.59,"..",14.46,".."
"Cambodia","Other manufactured goods","..","..","..","..","..","..","..","..","..","..","..","..","..",18.02,18.03,18.03,"..",14.59,14.59,14.43,14.52,"..",12.75,10.41,10.41,"..",10.38,"..",10.35,".."
"Cameroon","Manufactured goods, ores and metals","..","..","..","..","..","..",17.57,17.49,"..","..","..","..","..",17.29,17.29,17.41,17.41,17.3,17.41,17.03,16.91,16.95,16.91,17.26,17.26,16.87,17.1,"..","..",".."
"Cameroon","Ores and metals","..","..","..","..","..","..",13.59,12.05,"..","..","..","..","..",11.71,11.69,11.66,11.66,11.79,11.66,11.86,11.82,11.87,11.82,11.7,11.7,11.83,11.88,"..","..",".."
"Cameroon","Manufactured goods","..","..","..","..","..","..",17.84,17.86,"..","..","..","..","..",17.66,17.65,17.8,17.8,17.67,17.8,17.38,17.25,17.3,17.25,17.64,17.64,17.21,17.45,"..","..",".."
"Cameroon","Chemical products","..","..","..","..","..","..",11,10.82,"..","..","..","..","..",10.76,10.76,10.92,10.92,10.99,10.92,10.73,10.7,11.03,10.7,10.93,10.93,10.68,10.98,"..","..",".."
"Cameroon","Machinery and transport equipment","..","..","..","..","..","..",14.13,14.02,"..","..","..","..","..",14,14,14.03,14.03,14.07,14.03,13.81,13.8,13.57,13.8,14.11,14.11,13.8,13.86,"..","..",".."
"Cameroon","Other manufactured goods","..","..","..","..","..","..",22.02,22.18,"..","..","..","..","..",21.93,21.93,22.12,22.12,21.85,22.12,21.59,21.37,21.41,21.37,21.8,21.8,21.35,21.66,"..","..",".."
"Canada","Manufactured goods, ores and metals","..",10.24,"..","..","..",10,"..",9.119999999999999,7.38,6.89,5.1,4.86,4.71,4.6,4.46,4.52,4.18,4.17,3.93,3.88,3.88,3.77,2.77,2.7,2.58,2.45,2.4,2.34,2.34,2.32
"Canada","Ores and metals","..",3.8,"..","..","..",3.76,"..",3.4,1.45,1.3,0.72,0.68,0.71,0.71,0.69,0.69,0.69,0.69,0.69,0.66,0.66,0.66,0.03,0.02,0.01,0.01,0.01,0,0,0
"Canada","Manufactured goods","..",10.68,"..","..","..",10.42,"..",9.5,7.77,7.25,5.39,5.13,4.97,4.85,4.71,4.78,4.42,4.4,4.15,4.1,4.09,3.97,2.96,2.88,2.75,2.61,2.56,2.5,2.5,2.48
"Canada","Chemical products","..",8.560000000000001,"..","..","..",8.529999999999999,"..",7.48,4.6,4.37,3.23,3.02,2.93,2.85,2.83,3.9,2.64,2.64,2.62,2.69,2.68,2.77,0.93,0.9,0.86,0.81,0.78,0.77,0.77,0.73
"Canada","Machinery and transport equipment","..",7.3,"..","..","..",7.14,"..",6.55,4.88,4.36,2.28,2.2,2.18,2.18,2.2,2.2,2.2,2.2,2.2,2.26,2.27,1.71,1.33,1.31,1.29,1.28,1.26,1.25,1.25,1.22
"Canada","Other manufactured goods","..",12.91,"..","..","..",12.52,"..",11.52,10.26,9.619999999999999,7.58,7.22,6.98,6.79,6.52,6.22,6.07,6.03,5.58,5.45,5.45,5.43,4.47,4.34,4.15,3.92,3.84,3.74,3.74,3.73
"Central African Republic","Manufactured goods, ores and metals","..","..","..","..","..","..","..",17.5,"..",17.5,"..","..","..",17.29,17.29,17.41,17.41,17.3,17.19,17.03,16.91,16.91,16.91,16.91,16.92,16.87,"..",16.94,16.94,16.94
"Central African Republic","Ores and metals","..","..","..","..","..","..","..",12.07,"..",12.07,"..","..","..",11.71,11.69,11.66,11.66,11.79,11.66,11.86,11.82,11.82,11.82,11.82,11.78,11.83,"..",11.89,11.89,11.89
"Central African Republic","Manufactured goods","..","..","..","..","..","..","..",17.86,"..",17.86,"..","..","..",17.66,17.65,17.8,17.8,17.67,17.56,17.38,17.25,17.25,17.25,17.25,17.26,17.21,"..",17.28,17.28,17.28
"Central African Republic","Chemical products","..","..","..","..","..","..","..",10.75,"..",10.76,"..","..","..",10.76,10.76,10.92,10.92,10.99,10.73,10.73,10.7,10.7,10.7,10.7,10.64,10.68,"..",10.74,10.74,10.74
"Central African Republic","Machinery and transport equipment","..","..","..","..","..","..","..",14.03,"..",14.03,"..","..","..",14,14,14.03,14.03,14.07,13.72,13.81,13.8,13.8,13.8,13.8,13.74,13.8,"..",13.81,13.81,13.81
"Central African Republic","Other manufactured goods","..","..","..","..","..","..","..",22.2,"..",22.2,"..","..","..",21.93,21.93,22.12,22.12,21.85,21.9,21.59,21.37,21.37,21.37,21.37,21.45,21.35,"..",21.46,21.46,21.46
"Chad","Manufactured goods, ores and metals","..","..","..","..","..","..","..",17.5,"..",17.5,"..","..","..",17.29,17.29,17.41,17.41,17.3,17.41,17.03,16.91,17.02,16.91,17.02,"..",16.87,"..",17.01,17.01,".."
"Chad","Ores and metals","..","..","..","..","..","..","..",12.05,"..",12.05,"..","..","..",11.71,11.69,11.66,11.66,11.79,11.66,11.86,11.82,11.86,11.82,11.86,"..",11.83,"..",11.87,11.87,".."
"Chad","Manufactured goods","..","..","..","..","..","..","..",17.87,"..",17.87,"..","..","..",17.66,17.65,17.8,17.8,17.67,17.8,17.38,17.25,17.37,17.25,17.37,"..",17.21,"..",17.35,17.35,".."
"Chad","Chemical products","..","..","..","..","..","..","..",10.82,"..",10.82,"..","..","..",10.76,10.76,10.92,10.92,10.99,10.92,10.73,10.7,10.72,10.7,10.72,"..",10.68,"..",10.73,10.73,".."
"Chad","Machinery and transport equipment","..","..","..","..","..","..","..",14.02,"..",14.02,"..","..","..",14,14,14.03,14.03,14.07,14.03,13.81,13.8,13.8,13.8,13.8,"..",13.8,"..",13.82,13.82,".."
"Chad","Other manufactured goods","..","..","..","..","..","..","..",22.18,"..",22.18,"..","..","..",21.93,21.93,22.12,22.12,21.85,22.12,21.59,21.37,21.6,21.37,21.6,"..",21.35,"..",21.57,21.57,".."
"Chile","Manufactured goods, ores and metals","..","..","..","..",10.96,10.96,10.96,10.96,10.96,10.96,10.96,9.970000000000001,9,8,6.98,5.94,5.98,5.98,5.98,5.98,5.98,5.98,5.98,5.98,5.98,5.98,"..",5.98,5.98,5.98
"Chile","Ores and metals","..","..","..","..",11,11,11,11,11,11,11,10,9,8,7,6,6,6,6,6,6,6,6,6,6,6,"..",6,6,6
"Chile","Manufactured goods","..","..","..","..",10.96,10.96,10.96,10.96,10.96,10.96,10.96,9.960000000000001,9,8,6.98,5.94,5.98,5.98,5.98,5.98,5.98,5.98,5.98,5.98,5.98,5.98,"..",5.98,5.98,5.98
